"","Author","Source","Inhibitor","Name","ratetot","ratetot.source","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","dateN","datesplit","datesplit2","fallorspring","place","place2","slope","dateplant","dateharvest","state","country","county","LRR","MLRA","lat","lon","rot","till","MAP.worldclim..mm.","MAT","sseries","sclass","sorder","stext","stextgrp","sand","clay","pH","pHmeth","SOM","SOC","bulkdensity","WFPS","tempmax","tempmin","precipann","preciprep","precipest","irrig","irrigapp","drainage","n2o.days","n2o","n2o.source","n2o.n","n2o.sd","n2o.sd.source","n2o.se","n2o.se.source","n2o.per","n2o.yldsc","n2o.yldsc.source","n2o.yldsc.se","n2o.yldsc.se..source","yld","yield.source","yld.n","yld.sd","yld.sd.source","yld.se","yld.se.source","NUE","plotsize.m2","leach","leach.source","leach.n","leach.sd","leach.sd.source","leach.se","leach.se.source","leach.yldsc","leach.yldsc.se","reps","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9"
"343","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.47,"author",4,1.31,"calc/raw data","0.65","calc/raw data","45",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.06,"author",4,0.49,"calc/raw data","0.25","calc/raw data","44.08",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Ebelhar 07","UAN","none","UAN",67,"author",0,0,0,67,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",6.01,"author",4,0.57,"calc/raw data","0.29","calc/raw data","4",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Ebelhar 07","UAN","none","UAN",134,"author",0,0,0,134,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.01,"author",4,0.51,"calc/raw data","0.25","calc/raw data","10.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.16,"author",4,1.19,"calc/raw data","0.59","calc/raw data","23.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.63,"author",4,1.03,"calc/raw data","0.51","calc/raw data","32.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.16,"author",4,1.83,"calc/raw data","0.91","calc/raw data","56.5",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.38,"author",4,1.17,"calc/raw data","0.59","calc/raw data","38.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.98,"author",4,1.04,"calc/raw data","0.52","calc/raw data","36.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.12,"author",4,1.21,"calc/raw data","0.61","calc/raw data","36.25",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.48,"author",4,1.13,"calc/raw data","0.56","calc/raw data","45.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.19,"author",4,1.6,"calc/raw data","0.8","calc/raw data","36.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.07,"author",4,0.85,"calc/raw data","0.42","calc/raw data","25",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.92,"author",4,1.15,"calc/raw data","0.58","calc/raw data","19.58",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.12,"author",4,0.6,"calc/raw data","0.3","calc/raw data","25.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.56,"author",4,0.27,"calc/raw data","0.14","calc/raw data","16.58",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.2,"author",4,0.91,"calc/raw data","0.45","calc/raw data","27.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.6,"author",4,1.01,"calc/raw data","0.5","calc/raw data","25.25",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.84,"author",4,1.48,"calc/raw data","0.74","calc/raw data","37.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.21,"author",4,1.06,"calc/raw data","0.53","calc/raw data","30.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Ebelhar 07","UAN","none","UAN",67,"author",0,0,0,67,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.98,"author",4,1.53,"calc/raw data","0.77","calc/raw data","40.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Ebelhar 07","UAN","none","UAN",134,"author",0,0,0,134,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.05,"author",4,1.01,"calc/raw data","0.5","calc/raw data","29",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.35,"author",4,0.49,"calc/raw data","0.24","calc/raw data","46.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.26,"author",4,0.23,"calc/raw data","0.11","calc/raw data","30.75",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.96,"author",4,0.51,"calc/raw data","0.26","calc/raw data","39.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.29,"author",4,0.28,"calc/raw data","0.14","calc/raw data","31",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.18,"author",4,1.06,"calc/raw data","0.53","calc/raw data","26.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.14,"author",4,0.53,"calc/raw data","0.27","calc/raw data","21.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.75,"author",4,0.5,"calc/raw data","0.25","calc/raw data","36.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/8/07","Illinois","USA","Champaign","M","108A",40.103,-88.2238,"CC","tilled",968,10.9,"Flanagan silt loam","Fine, smectitic, mesic Aquic Argiudolls","Mollisol","silt loam","fine",6,31,6.6,"water",3.4,1.97,1.25,".",34.5,-1.5,955,"462.03",522,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.98,"author",4,0.64,"calc/raw data","0.32","calc/raw data","28.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Gordon 14","UAN","none","UAN",80,"paper",0,80,0,0,0,0,"at planting","single","4/15/07","1/1/11","1/1/11","spring","broadcast","none","none","4/14/07","10/1/07","Kansas","USA","Riley","H","74",39.75,-97.84,"CC","no-till",858,12.2,"Crete silt loam","fine, smectitic, mesic Pachic Udertic Arguistolls","Mollisol","silt loam","fine",7,30,6.8,".",2,1.16,1.37,".",39.5,-2.5,962.67,".",726.67,"irrigated","156","","N/A","N/A","","N/A","N/A","","N/A","","N/A","N/A",".","N/A",".",7.9,"avg. 3 yrs",12,NA,"",".","","2.5","28","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Gordon 14","UAN","S.R","UAN+Nutrisphere",80,"paper",0,80,0,0,0,0,"at planting","single","4/15/07","1/1/11","1/1/11","spring","broadcast","none","none","4/14/07","10/1/07","Kansas","USA","Riley","H","74",39.75,-97.84,"CC","no-till",858,12.2,"Crete silt loam","fine, smectitic, mesic Pachic Udertic Arguistolls","Mollisol","silt loam","fine",7,30,6.8,".",2,1.16,1.37,".",39.5,-2.5,962.67,".",726.67,"irrigated","156","","N/A","N/A","","N/A","N/A","","N/A","","N/A","N/A",".","N/A",".",8.6,"avg. 3 yrs",12,NA,"",".","","11.25","28","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Gordon 14","UAN","NBPT+DCD","UAN+Agrotain+",80,"paper",0,80,0,0,0,0,"at planting","single","4/15/07","1/1/11","1/1/11","spring","broadcast","none","none","4/14/07","10/1/07","Kansas","USA","Riley","H","74",39.75,-97.84,"CC","no-till",858,12.2,"Crete silt loam","fine, smectitic, mesic Pachic Udertic Arguistolls","Mollisol","silt loam","fine",7,30,6.8,".",2,1.16,1.37,".",39.5,-2.5,962.67,".",726.67,"irrigated","156","","N/A","N/A","","N/A","N/A","","N/A","","N/A","N/A",".","N/A",".",8.4,"avg. 3 yrs",12,NA,"",".","","8.75","28","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Hatfield/Parkin 14","UAN","none","UAN",112,"paper",0,112,0,0,0,0,"preplant","single","5/6/08","1/1/11","1/1/11","spring","broadcast","none","none","5/16/08","10/7/08","Iowa","USA","Boone","M","103",42.05,-93.73,"CC","strip tilled",845,8.8,"Canisteo silty clay loam","fine-loamy, mixed, superactive, calcareous, mesicTypic Endoaquolls","Mollisol","clay loam","fine",18,31,6.9,".",4.9,2.84,1.3,".",34,-6,1289,"982.7",1010,"rainfed","0","","N/A","N/A","","N/A","N/A","","N/A","","N/A","N/A",".","N/A",".",8.042,"graphclicks",5,0.709,"graphclicks","0.32","calc. from sd","23.03","630","N/A","","N/A","N/A","","N/A","","N/A","N/A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Hatfield/Parkin 14","UAN","NBPT","UAN+Agrotain",112,"paper",0,112,0,0,0,0,"preplant","single","5/6/08","1/1/11","1/1/11","spring","broadcast","none","none","5/16/08","10/7/08","Iowa","USA","Boone","M","103",42.05,-93.73,"CC","strip tilled",845,8.8,"Canisteo silty clay loam","fine-loamy, mixed, superactive, calcareous, mesicTypic Endoaquolls","Mollisol","clay loam","fine",18,31,6.9,".",4.9,2.84,1.3,".",34,-6,1289,"982.7",1010,"rainfed","0","","N/A","N/A","","N/A","N/A","","N/A","","N/A","N/A",".","N/A",".",7.238,"graphclicks",5,2.46,"graphclicks","1.1","calc. from sd","15.85","630","N/A","","N/A","N/A","","N/A","","N/A","N/A","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
